event,startTime
B,07/03/2019 09:27
F,07/03/2019 09:28
D,07/03/2019 09:28
D,07/03/2019 09:28
B,07/03/2019 09:28
E,07/03/2019 09:28
C,07/03/2019 09:29
F,07/03/2019 09:29
C,07/03/2019 09:29
C,07/03/2019 09:29
A,07/03/2019 09:30
A,07/03/2019 09:30
F,07/03/2019 09:30
A,07/03/2019 09:30
E,07/03/2019 09:30
F,07/03/2019 09:30
B,07/03/2019 09:31
B,07/03/2019 09:31
B,07/03/2019 09:31
F,07/03/2019 09:31
E,07/03/2019 09:32
E,07/03/2019 09:32
C,07/03/2019 09:32
C,07/03/2019 09:33
C,07/03/2019 09:33
E,07/03/2019 09:33
A,07/03/2019 09:33
F,07/03/2019 09:34
F,07/03/2019 09:34
F,07/03/2019 09:34
B,07/03/2019 09:34
A,07/03/2019 09:34
E,07/03/2019 09:35
B,07/03/2019 09:35
A,07/03/2019 09:36
A,07/03/2019 09:36
C,07/03/2019 09:36
E,07/03/2019 09:36
A,07/03/2019 09:36
B,07/03/2019 09:37
A,07/03/2019 09:37
B,07/03/2019 09:37
A,07/03/2019 09:37
F,07/03/2019 09:37
C,07/03/2019 09:37
B,07/03/2019 09:37
A,07/03/2019 09:37
A,07/03/2019 09:37
C,07/03/2019 09:38
B,07/03/2019 09:38
E,07/03/2019 09:38
B,07/03/2019 09:38
F,07/03/2019 09:38
E,07/03/2019 09:38
B,07/03/2019 09:38
B,07/03/2019 09:38
E,07/03/2019 09:39
D,07/03/2019 09:39
C,07/03/2019 09:39
C,07/03/2019 09:39
C,07/03/2019 09:39
D,07/03/2019 09:39
E,07/03/2019 09:39
F,07/03/2019 09:40
C,07/03/2019 09:40
F,07/03/2019 09:40
D,07/03/2019 09:40
F,07/03/2019 09:40
C,07/03/2019 09:40
C,07/03/2019 09:40
F,07/03/2019 09:41
F,07/03/2019 09:41
F,07/03/2019 09:41
F,07/03/2019 09:41
A,07/03/2019 09:43
A,07/03/2019 09:44
A,07/03/2019 09:44
A,07/03/2019 09:44
A,07/03/2019 09:44
A,07/03/2019 09:44
B,07/03/2019 09:44
B,07/03/2019 09:45
B,07/03/2019 09:45
A,07/03/2019 09:45
B,07/03/2019 09:45
B,07/03/2019 09:45
B,07/03/2019 09:45
E,07/03/2019 09:45
D,07/03/2019 09:46
D,07/03/2019 09:46
B,07/03/2019 09:46
D,07/03/2019 09:46
E,07/03/2019 09:46
E,07/03/2019 09:46
C,07/03/2019 09:46
A,07/03/2019 09:47
C,07/03/2019 09:47
C,07/03/2019 09:47
A,07/03/2019 09:47
E,07/03/2019 09:47
C,07/03/2019 09:47
C,07/03/2019 09:47
C,07/03/2019 09:47
F,07/03/2019 09:47
B,07/03/2019 09:48
F,07/03/2019 09:48
F,07/03/2019 09:48
B,07/03/2019 09:48
C,07/03/2019 09:48
F,07/03/2019 09:48
F,07/03/2019 09:48
F,07/03/2019 09:48
C,07/03/2019 09:49
C,07/03/2019 09:49
A,07/03/2019 09:49
A,07/03/2019 09:49
F,07/03/2019 09:49
E,07/03/2019 09:50
D,07/03/2019 09:50
B,07/03/2019 09:50
B,07/03/2019 09:50
A,07/03/2019 09:50
A,07/03/2019 09:50
F,07/03/2019 09:51
F,07/03/2019 09:51
E,07/03/2019 09:51
E,07/03/2019 09:51
B,07/03/2019 09:51
B,07/03/2019 09:51
C,07/03/2019 09:52
C,07/03/2019 09:52
E,07/03/2019 09:52
A,07/03/2019 09:52
D,07/03/2019 09:52
A,07/03/2019 09:52
A,07/03/2019 09:53
A,07/03/2019 09:53
F,07/03/2019 09:53
A,07/03/2019 09:53
F,07/03/2019 09:53
A,07/03/2019 09:53
C,07/03/2019 09:53
B,07/03/2019 09:53
C,07/03/2019 09:53
B,07/03/2019 09:53
B,07/03/2019 09:54
B,07/03/2019 09:54
B,07/03/2019 09:54
B,07/03/2019 09:54
F,07/03/2019 09:54
C,07/03/2019 09:54
F,07/03/2019 09:54
E,07/03/2019 09:54
C,07/03/2019 09:55
E,07/03/2019 09:55
C,07/03/2019 09:55
D,07/03/2019 09:55
E,07/03/2019 09:55
C,07/03/2019 09:55
D,07/03/2019 09:56
C,07/03/2019 09:56
D,07/03/2019 09:56
C,07/03/2019 09:56
F,07/03/2019 09:56
F,07/03/2019 09:56
F,07/03/2019 09:57
F,07/03/2019 09:57
F,07/03/2019 09:57
F,07/03/2019 09:57
A,07/03/2019 09:58
A,07/03/2019 09:58
B,07/03/2019 09:59
B,07/03/2019 09:59
A,07/03/2019 10:00
A,07/03/2019 10:00
C,07/03/2019 10:00
C,07/03/2019 10:00
A,07/03/2019 10:00
A,07/03/2019 10:00
A,07/03/2019 10:01
B,07/03/2019 10:01
B,07/03/2019 10:01
E,07/03/2019 10:01
D,07/03/2019 10:01
B,07/03/2019 10:01
B,07/03/2019 10:01
B,07/03/2019 10:02
D,07/03/2019 10:02
C,07/03/2019 10:02
F,07/03/2019 10:02
F,07/03/2019 10:02
D,07/03/2019 10:02
E,07/03/2019 10:02
E,07/03/2019 10:03
C,07/03/2019 10:03
A,07/03/2019 10:03
D,07/03/2019 10:03
A,07/03/2019 10:03
C,07/03/2019 10:03
A,07/03/2019 10:03
C,07/03/2019 10:03
C,07/03/2019 10:04
F,07/03/2019 10:04
A,07/03/2019 10:04
B,07/03/2019 10:04
F,07/03/2019 10:04
A,07/03/2019 10:04
B,07/03/2019 10:04
F,07/03/2019 10:04
B,07/03/2019 10:04
F,07/03/2019 10:04
F,07/03/2019 10:05
B,07/03/2019 10:05
D,07/03/2019 10:05
B,07/03/2019 10:05
E,07/03/2019 10:05
C,07/03/2019 10:05
A,07/03/2019 10:05
D,07/03/2019 10:06
C,07/03/2019 10:06
E,07/03/2019 10:06
C,07/03/2019 10:06
D,07/03/2019 10:06
B,07/03/2019 10:06
C,07/03/2019 10:07
F,07/03/2019 10:07
C,07/03/2019 10:07
F,07/03/2019 10:07
F,07/03/2019 10:07
C,07/03/2019 10:07
F,07/03/2019 10:08
F,07/03/2019 10:08
D,07/03/2019 10:08
F,07/03/2019 10:09
A,07/03/2019 10:12
B,07/03/2019 10:13
A,07/03/2019 10:13
C,07/03/2019 10:14
B,07/03/2019 10:14
A,07/03/2019 10:15
A,07/03/2019 10:15
E,07/03/2019 10:15
A,07/03/2019 10:15
E,07/03/2019 10:15
A,07/03/2019 10:15
B,07/03/2019 10:16
B,07/03/2019 10:16
F,07/03/2019 10:16
B,07/03/2019 10:16
C,07/03/2019 10:16
B,07/03/2019 10:16
A,07/03/2019 10:17
A,07/03/2019 10:17
C,07/03/2019 10:17
E,07/03/2019 10:17
C,07/03/2019 10:17
F,07/03/2019 10:17
D,07/03/2019 10:17
B,07/03/2019 10:18
B,07/03/2019 10:18
E,07/03/2019 10:18
C,07/03/2019 10:18
D,07/03/2019 10:18
C,07/03/2019 10:18
A,07/03/2019 10:18
E,07/03/2019 10:19
E,07/03/2019 10:19
F,07/03/2019 10:19
F,07/03/2019 10:19
A,07/03/2019 10:19
F,07/03/2019 10:19
F,07/03/2019 10:19
B,07/03/2019 10:19
C,07/03/2019 10:20
C,07/03/2019 10:20
B,07/03/2019 10:20
A,07/03/2019 10:20
E,07/03/2019 10:20
F,07/03/2019 10:21
F,07/03/2019 10:21
D,07/03/2019 10:21
B,07/03/2019 10:21
C,07/03/2019 10:21
C,07/03/2019 10:22
C,07/03/2019 10:22
F,07/03/2019 10:22
F,07/03/2019 10:23
A,07/03/2019 10:23
D,07/03/2019 10:23
A,07/03/2019 10:24
B,07/03/2019 10:24
F,07/03/2019 10:24
B,07/03/2019 10:25
E,07/03/2019 10:25
E,07/03/2019 10:26
C,07/03/2019 10:26
C,07/03/2019 10:27
F,07/03/2019 10:27
A,07/03/2019 10:27
F,07/03/2019 10:28
A,07/03/2019 10:28
B,07/03/2019 10:28
A,07/03/2019 10:29
B,07/03/2019 10:29
A,07/03/2019 10:29
E,07/03/2019 10:29
A,07/03/2019 10:30
B,07/03/2019 10:30
C,07/03/2019 10:30
B,07/03/2019 10:30
C,07/03/2019 10:30
B,07/03/2019 10:31
E,07/03/2019 10:31
A,07/03/2019 10:31
E,07/03/2019 10:31
C,07/03/2019 10:31
F,07/03/2019 10:31
D,07/03/2019 10:32
C,07/03/2019 10:32
B,07/03/2019 10:32
F,07/03/2019 10:32
E,07/03/2019 10:32
C,07/03/2019 10:33
F,07/03/2019 10:33
C,07/03/2019 10:33
F,07/03/2019 10:33
A,07/03/2019 10:33
F,07/03/2019 10:34
E,07/03/2019 10:34
B,07/03/2019 10:34
F,07/03/2019 10:35
E,07/03/2019 10:35
A,07/03/2019 10:36
A,07/03/2019 10:36
C,07/03/2019 10:36
B,07/03/2019 10:37
B,07/03/2019 10:37
A,07/03/2019 10:37
F,07/03/2019 10:37
D,07/03/2019 10:38
C,07/03/2019 10:38
A,07/03/2019 10:38
B,07/03/2019 10:38
A,07/03/2019 10:39
C,07/03/2019 10:39
E,07/03/2019 10:39
B,07/03/2019 10:39
E,07/03/2019 10:39
B,07/03/2019 10:40
F,07/03/2019 10:40
F,07/03/2019 10:40
E,07/03/2019 10:40
C,07/03/2019 10:40
A,07/03/2019 10:40
D,07/03/2019 10:41
A,07/03/2019 10:41
C,07/03/2019 10:41
F,07/03/2019 10:41
A,07/03/2019 10:41
B,07/03/2019 10:41
A,07/03/2019 10:41
C,07/03/2019 10:42
A,07/03/2019 10:42
B,07/03/2019 10:42
F,07/03/2019 10:42
B,07/03/2019 10:42
C,07/03/2019 10:42
B,07/03/2019 10:42
F,07/03/2019 10:43
B,07/03/2019 10:43
A,07/03/2019 10:43
D,07/03/2019 10:43
E,07/03/2019 10:43
E,07/03/2019 10:43
C,07/03/2019 10:43
A,07/03/2019 10:44
D,07/03/2019 10:44
B,07/03/2019 10:44
C,07/03/2019 10:44
C,07/03/2019 10:44
F,07/03/2019 10:44
E,07/03/2019 10:44
A,07/03/2019 10:45
B,07/03/2019 10:45
C,07/03/2019 10:45
C,07/03/2019 10:45
F,07/03/2019 10:45
F,07/03/2019 10:45
A,07/03/2019 10:45
F,07/03/2019 10:45
A,07/03/2019 10:46
B,07/03/2019 10:46
E,07/03/2019 10:46
F,07/03/2019 10:46
D,07/03/2019 10:46
A,07/03/2019 10:46
A,07/03/2019 10:46
B,07/03/2019 10:46
B,07/03/2019 10:47
D,07/03/2019 10:47
C,07/03/2019 10:47
F,07/03/2019 10:47
B,07/03/2019 10:47
B,07/03/2019 10:47
D,07/03/2019 10:47
E,07/03/2019 10:48
C,07/03/2019 10:48
F,07/03/2019 10:48
E,07/03/2019 10:48
D,07/03/2019 10:48
C,07/03/2019 10:48
C,07/03/2019 10:49
F,07/03/2019 10:49
C,07/03/2019 10:49
C,07/03/2019 10:49
F,07/03/2019 10:49
F,07/03/2019 10:50
F,07/03/2019 10:50
A,07/03/2019 10:50
F,07/03/2019 10:50
B,07/03/2019 10:51
D,07/03/2019 10:52
C,07/03/2019 10:53
A,07/03/2019 10:53
F,07/03/2019 10:54
B,07/03/2019 10:54
A,07/03/2019 10:55
D,07/03/2019 10:55
B,07/03/2019 10:56
C,07/03/2019 10:56
E,07/03/2019 10:57
A,07/03/2019 10:57
A,07/03/2019 10:57
F,07/03/2019 10:57
A,07/03/2019 10:57
C,07/03/2019 10:58
B,07/03/2019 10:58
B,07/03/2019 10:58
B,07/03/2019 10:58
A,07/03/2019 10:58
A,07/03/2019 10:59
F,07/03/2019 10:59
C,07/03/2019 10:59
D,07/03/2019 10:59
E,07/03/2019 10:59
B,07/03/2019 10:59
B,07/03/2019 11:00
A,07/03/2019 11:00
D,07/03/2019 11:00
A,07/03/2019 11:00
C,07/03/2019 11:00
C,07/03/2019 11:00
C,07/03/2019 11:00
E,07/03/2019 11:01
B,07/03/2019 11:01
F,07/03/2019 11:01
B,07/03/2019 11:01
A,07/03/2019 11:01
F,07/03/2019 11:01
F,07/03/2019 11:01
A,07/03/2019 11:01
D,07/03/2019 11:01
A,07/03/2019 11:02
C,07/03/2019 11:02
A,07/03/2019 11:02
E,07/03/2019 11:02
C,07/03/2019 11:02
B,07/03/2019 11:02
B,07/03/2019 11:02
F,07/03/2019 11:02
B,07/03/2019 11:03
F,07/03/2019 11:03
A,07/03/2019 11:03
B,07/03/2019 11:03
C,07/03/2019 11:03
D,07/03/2019 11:03
C,07/03/2019 11:03
D,07/03/2019 11:03
A,07/03/2019 11:04
D,07/03/2019 11:04
B,07/03/2019 11:04
C,07/03/2019 11:04
F,07/03/2019 11:04
F,07/03/2019 11:04
E,07/03/2019 11:04
C,07/03/2019 11:04
B,07/03/2019 11:05
C,07/03/2019 11:05
D,07/03/2019 11:05
D,07/03/2019 11:05
A,07/03/2019 11:05
F,07/03/2019 11:05
A,07/03/2019 11:05
F,07/03/2019 11:05
D,07/03/2019 11:06
F,07/03/2019 11:06
C,07/03/2019 11:06
F,07/03/2019 11:06
A,07/03/2019 11:06
B,07/03/2019 11:06
B,07/03/2019 11:06
C,07/03/2019 11:07
F,07/03/2019 11:07
B,07/03/2019 11:07
E,07/03/2019 11:07
D,07/03/2019 11:07
F,07/03/2019 11:08
A,07/03/2019 11:08
C,07/03/2019 11:08
A,07/03/2019 11:08
C,07/03/2019 11:08
C,07/03/2019 11:08
B,07/03/2019 11:09
D,07/03/2019 11:09
B,07/03/2019 11:09
F,07/03/2019 11:09
F,07/03/2019 11:09
D,07/03/2019 11:10
F,07/03/2019 11:10
C,07/03/2019 11:10
A,07/03/2019 11:10
C,07/03/2019 11:11
E,07/03/2019 11:11
B,07/03/2019 11:11
F,07/03/2019 11:12
F,07/03/2019 11:12
C,07/03/2019 11:12
A,07/03/2019 11:12
A,07/03/2019 11:13
D,07/03/2019 11:13
B,07/03/2019 11:13
A,07/03/2019 11:14
B,07/03/2019 11:14
F,07/03/2019 11:14
C,07/03/2019 11:14
B,07/03/2019 11:15
C,07/03/2019 11:15
E,07/03/2019 11:15
D,07/03/2019 11:16
E,07/03/2019 11:16
F,07/03/2019 11:16
C,07/03/2019 11:17
F,07/03/2019 11:17
A,07/03/2019 11:18
F,07/03/2019 11:18
A,07/03/2019 11:18
A,07/03/2019 11:19
B,07/03/2019 11:19
B,07/03/2019 11:19
A,07/03/2019 11:20
A,07/03/2019 11:20
B,07/03/2019 11:20
A,07/03/2019 11:20
A,07/03/2019 11:20
E,07/03/2019 11:20
A,07/03/2019 11:20
D,07/03/2019 11:20
B,07/03/2019 11:21
B,07/03/2019 11:21
D,07/03/2019 11:21
B,07/03/2019 11:21
B,07/03/2019 11:21
C,07/03/2019 11:21
B,07/03/2019 11:21
C,07/03/2019 11:21
C,07/03/2019 11:22
C,07/03/2019 11:22
C,07/03/2019 11:22
C,07/03/2019 11:22
C,07/03/2019 11:22
F,07/03/2019 11:22
E,07/03/2019 11:22
F,07/03/2019 11:22
A,07/03/2019 11:23
E,07/03/2019 11:23
E,07/03/2019 11:23
F,07/03/2019 11:23
D,07/03/2019 11:23
D,07/03/2019 11:23
C,07/03/2019 11:23
B,07/03/2019 11:24
F,07/03/2019 11:24
F,07/03/2019 11:24
F,07/03/2019 11:24
A,07/03/2019 11:24
F,07/03/2019 11:24
A,07/03/2019 11:24
F,07/03/2019 11:24
A,07/03/2019 11:24
A,07/03/2019 11:24
C,07/03/2019 11:25
B,07/03/2019 11:25
B,07/03/2019 11:25
B,07/03/2019 11:25
B,07/03/2019 11:25
D,07/03/2019 11:26
D,07/03/2019 11:26
E,07/03/2019 11:26
D,07/03/2019 11:26
D,07/03/2019 11:26
F,07/03/2019 11:27
C,07/03/2019 11:27
C,07/03/2019 11:27
C,07/03/2019 11:27
C,07/03/2019 11:27
F,07/03/2019 11:28
F,07/03/2019 11:28
A,07/03/2019 11:28
F,07/03/2019 11:28
F,07/03/2019 11:28
A,07/03/2019 11:29
A,07/03/2019 11:29
B,07/03/2019 11:29
A,07/03/2019 11:29
B,07/03/2019 11:30
B,07/03/2019 11:30
C,07/03/2019 11:30
A,07/03/2019 11:30
B,07/03/2019 11:30
A,07/03/2019 11:30
D,07/03/2019 11:31
E,07/03/2019 11:31
D,07/03/2019 11:31
B,07/03/2019 11:31
C,07/03/2019 11:31
A,07/03/2019 11:31
B,07/03/2019 11:31
A,07/03/2019 11:31
A,07/03/2019 11:32
C,07/03/2019 11:32
C,07/03/2019 11:32
F,07/03/2019 11:32
C,07/03/2019 11:32
E,07/03/2019 11:32
B,07/03/2019 11:32
C,07/03/2019 11:32
B,07/03/2019 11:32
B,07/03/2019 11:33
F,07/03/2019 11:33
F,07/03/2019 11:33
E,07/03/2019 11:33
F,07/03/2019 11:33
A,07/03/2019 11:33
C,07/03/2019 11:33
E,07/03/2019 11:33
C,07/03/2019 11:33
E,07/03/2019 11:34
A,07/03/2019 11:34
F,07/03/2019 11:34
B,07/03/2019 11:34
D,07/03/2019 11:34
F,07/03/2019 11:34
E,07/03/2019 11:34
A,07/03/2019 11:34
C,07/03/2019 11:35
B,07/03/2019 11:35
C,07/03/2019 11:35
A,07/03/2019 11:35
F,07/03/2019 11:35
F,07/03/2019 11:35
B,07/03/2019 11:35
F,07/03/2019 11:36
C,07/03/2019 11:36
A,07/03/2019 11:36
D,07/03/2019 11:36
A,07/03/2019 11:36
B,07/03/2019 11:36
A,07/03/2019 11:36
C,07/03/2019 11:36
D,07/03/2019 11:37
B,07/03/2019 11:37
F,07/03/2019 11:37
B,07/03/2019 11:37
C,07/03/2019 11:37
A,07/03/2019 11:37
B,07/03/2019 11:37
D,07/03/2019 11:37
F,07/03/2019 11:38
D,07/03/2019 11:38
E,07/03/2019 11:38
E,07/03/2019 11:38
B,07/03/2019 11:38
D,07/03/2019 11:38
F,07/03/2019 11:38
C,07/03/2019 11:39
A,07/03/2019 11:39
C,07/03/2019 11:39
F,07/03/2019 11:39
E,07/03/2019 11:39
C,07/03/2019 11:39
F,07/03/2019 11:40
B,07/03/2019 11:40
F,07/03/2019 11:40
C,07/03/2019 11:40
F,07/03/2019 11:40
A,07/03/2019 11:41
C,07/03/2019 11:41
A,07/03/2019 11:41
F,07/03/2019 11:41
B,07/03/2019 11:42
A,07/03/2019 11:42
D,07/03/2019 11:42
B,07/03/2019 11:42
D,07/03/2019 11:43
A,07/03/2019 11:43
B,07/03/2019 11:43
F,07/03/2019 11:43
D,07/03/2019 11:43
A,07/03/2019 11:43
A,07/03/2019 11:44
A,07/03/2019 11:44
C,07/03/2019 11:44
B,07/03/2019 11:44
A,07/03/2019 11:44
C,07/03/2019 11:44
A,07/03/2019 11:44
C,07/03/2019 11:44
B,07/03/2019 11:44
B,07/03/2019 11:45
B,07/03/2019 11:45
F,07/03/2019 11:45
C,07/03/2019 11:45
B,07/03/2019 11:45
E,07/03/2019 11:45
B,07/03/2019 11:45
F,07/03/2019 11:45
E,07/03/2019 11:45
D,07/03/2019 11:46
E,07/03/2019 11:46
D,07/03/2019 11:46
C,07/03/2019 11:46
F,07/03/2019 11:46
D,07/03/2019 11:46
C,07/03/2019 11:46
A,07/03/2019 11:46
A,07/03/2019 11:47
C,07/03/2019 11:47
C,07/03/2019 11:47
F,07/03/2019 11:47
A,07/03/2019 11:47
A,07/03/2019 11:47
E,07/03/2019 11:47
C,07/03/2019 11:47
F,07/03/2019 11:47
B,07/03/2019 11:47
B,07/03/2019 11:48
F,07/03/2019 11:48
F,07/03/2019 11:48
A,07/03/2019 11:48
B,07/03/2019 11:48
B,07/03/2019 11:48
F,07/03/2019 11:48
F,07/03/2019 11:48
A,07/03/2019 11:48
D,07/03/2019 11:48
A,07/03/2019 11:49
D,07/03/2019 11:49
B,07/03/2019 11:49
C,07/03/2019 11:49
C,07/03/2019 11:49
A,07/03/2019 11:49
B,07/03/2019 11:49
C,07/03/2019 11:49
B,07/03/2019 11:50
C,07/03/2019 11:50
E,07/03/2019 11:50
E,07/03/2019 11:50
E,07/03/2019 11:50
B,07/03/2019 11:50
D,07/03/2019 11:50
F,07/03/2019 11:50
D,07/03/2019 11:51
F,07/03/2019 11:51
A,07/03/2019 11:51
A,07/03/2019 11:51
C,07/03/2019 11:51
F,07/03/2019 11:51
F,07/03/2019 11:51
A,07/03/2019 11:51
E,07/03/2019 11:51
C,07/03/2019 11:51
C,07/03/2019 11:52
B,07/03/2019 11:52
B,07/03/2019 11:52
F,07/03/2019 11:52
A,07/03/2019 11:52
B,07/03/2019 11:52
C,07/03/2019 11:52
F,07/03/2019 11:52
F,07/03/2019 11:53
C,07/03/2019 11:53
C,07/03/2019 11:53
B,07/03/2019 11:53
D,07/03/2019 11:53
F,07/03/2019 11:53
D,07/03/2019 11:54
D,07/03/2019 11:54
A,07/03/2019 11:54
D,07/03/2019 11:54
C,07/03/2019 11:54
F,07/03/2019 11:55
F,07/03/2019 11:55
A,07/03/2019 11:55
B,07/03/2019 11:55
C,07/03/2019 11:55
F,07/03/2019 11:55
A,07/03/2019 11:56
B,07/03/2019 11:56
E,07/03/2019 11:56
F,07/03/2019 11:56
B,07/03/2019 11:57
E,07/03/2019 11:57
C,07/03/2019 11:57
A,07/03/2019 11:57
C,07/03/2019 11:58
C,07/03/2019 11:58
F,07/03/2019 11:58
B,07/03/2019 11:58
E,07/03/2019 11:59
A,07/03/2019 11:59
A,07/03/2019 11:59
F,07/03/2019 11:59
E,07/03/2019 11:59
F,07/03/2019 12:00
B,07/03/2019 12:00
B,07/03/2019 12:00
A,07/03/2019 12:00
C,07/03/2019 12:00
A,07/03/2019 12:00
D,07/03/2019 12:01
E,07/03/2019 12:01
B,07/03/2019 12:01
A,07/03/2019 12:01
F,07/03/2019 12:01
A,07/03/2019 12:01
B,07/03/2019 12:01
C,07/03/2019 12:02
C,07/03/2019 12:02
C,07/03/2019 12:02
B,07/03/2019 12:02
A,07/03/2019 12:02
B,07/03/2019 12:02
C,07/03/2019 12:02
A,07/03/2019 12:03
F,07/03/2019 12:03
F,07/03/2019 12:03
E,07/03/2019 12:03
D,07/03/2019 12:03
B,07/03/2019 12:03
A,07/03/2019 12:03
E,07/03/2019 12:03
E,07/03/2019 12:03
A,07/03/2019 12:03
A,07/03/2019 12:03
B,07/03/2019 12:04
F,07/03/2019 12:04
C,07/03/2019 12:04
E,07/03/2019 12:04
B,07/03/2019 12:04
C,07/03/2019 12:04
F,07/03/2019 12:04
A,07/03/2019 12:04
B,07/03/2019 12:04
B,07/03/2019 12:04
D,07/03/2019 12:05
A,07/03/2019 12:05
F,07/03/2019 12:05
C,07/03/2019 12:05
C,07/03/2019 12:05
F,07/03/2019 12:05
B,07/03/2019 12:05
E,07/03/2019 12:05
D,07/03/2019 12:05
C,07/03/2019 12:06
B,07/03/2019 12:06
A,07/03/2019 12:06
F,07/03/2019 12:06
D,07/03/2019 12:06
A,07/03/2019 12:06
E,07/03/2019 12:06
C,07/03/2019 12:06
C,07/03/2019 12:06
F,07/03/2019 12:07
E,07/03/2019 12:07
B,07/03/2019 12:07
A,07/03/2019 12:07
F,07/03/2019 12:07
A,07/03/2019 12:07
B,07/03/2019 12:07
C,07/03/2019 12:07
F,07/03/2019 12:07
F,07/03/2019 12:07
C,07/03/2019 12:08
C,07/03/2019 12:08
B,07/03/2019 12:08
B,07/03/2019 12:08
D,07/03/2019 12:08
F,07/03/2019 12:08
F,07/03/2019 12:09
E,07/03/2019 12:09
C,07/03/2019 12:09
C,07/03/2019 12:09
C,07/03/2019 12:09
F,07/03/2019 12:10
E,07/03/2019 12:10
E,07/03/2019 12:10
F,07/03/2019 12:10
F,07/03/2019 12:11
F,07/03/2019 12:11
A,07/03/2019 12:13
A,07/03/2019 12:14
B,07/03/2019 12:14
A,07/03/2019 12:15
A,07/03/2019 12:15
B,07/03/2019 12:15
D,07/03/2019 12:15
A,07/03/2019 12:16
B,07/03/2019 12:16
B,07/03/2019 12:16
E,07/03/2019 12:16
A,07/03/2019 12:16
C,07/03/2019 12:16
B,07/03/2019 12:17
D,07/03/2019 12:17
E,07/03/2019 12:17
C,07/03/2019 12:17
B,07/03/2019 12:17
F,07/03/2019 12:17
D,07/03/2019 12:18
C,07/03/2019 12:18
A,07/03/2019 12:18
C,07/03/2019 12:18
F,07/03/2019 12:18
D,07/03/2019 12:18
A,07/03/2019 12:19
C,07/03/2019 12:19
F,07/03/2019 12:19
B,07/03/2019 12:19
A,07/03/2019 12:19
F,07/03/2019 12:19
C,07/03/2019 12:19
B,07/03/2019 12:20
F,07/03/2019 12:20
C,07/03/2019 12:20
B,07/03/2019 12:20
F,07/03/2019 12:20
E,07/03/2019 12:21
D,07/03/2019 12:21
D,07/03/2019 12:21
A,07/03/2019 12:21
C,07/03/2019 12:22
A,07/03/2019 12:22
F,07/03/2019 12:22
C,07/03/2019 12:22
B,07/03/2019 12:22
F,07/03/2019 12:23
A,07/03/2019 12:23
B,07/03/2019 12:23
F,07/03/2019 12:23
E,07/03/2019 12:23
B,07/03/2019 12:24
D,07/03/2019 12:24
C,07/03/2019 12:24
A,07/03/2019 12:24
A,07/03/2019 12:24
A,07/03/2019 12:24
A,07/03/2019 12:25
E,07/03/2019 12:25
A,07/03/2019 12:25
C,07/03/2019 12:25
F,07/03/2019 12:25
B,07/03/2019 12:25
B,07/03/2019 12:25
B,07/03/2019 12:25
B,07/03/2019 12:26
C,07/03/2019 12:26
B,07/03/2019 12:26
F,07/03/2019 12:26
E,07/03/2019 12:26
D,07/03/2019 12:26
C,07/03/2019 12:26
D,07/03/2019 12:27
F,07/03/2019 12:27
A,07/03/2019 12:27
E,07/03/2019 12:27
C,07/03/2019 12:27
C,07/03/2019 12:27
D,07/03/2019 12:27
C,07/03/2019 12:28
B,07/03/2019 12:28
C,07/03/2019 12:28
F,07/03/2019 12:28
A,07/03/2019 12:28
F,07/03/2019 12:28
F,07/03/2019 12:28
F,07/03/2019 12:29
A,07/03/2019 12:29
C,07/03/2019 12:29
F,07/03/2019 12:29
B,07/03/2019 12:29
A,07/03/2019 12:30
B,07/03/2019 12:30
A,07/03/2019 12:30
E,07/03/2019 12:30
C,07/03/2019 12:30
A,07/03/2019 12:30
B,07/03/2019 12:31
C,07/03/2019 12:31
B,07/03/2019 12:31
F,07/03/2019 12:31
A,07/03/2019 12:31
E,07/03/2019 12:31
B,07/03/2019 12:31
C,07/03/2019 12:32
E,07/03/2019 12:32
D,07/03/2019 12:32
B,07/03/2019 12:32
F,07/03/2019 12:32
E,07/03/2019 12:32
E,07/03/2019 12:33
F,07/03/2019 12:33
C,07/03/2019 12:33
E,07/03/2019 12:33
A,07/03/2019 12:33
C,07/03/2019 12:33
F,07/03/2019 12:34
F,07/03/2019 12:34
C,07/03/2019 12:34
B,07/03/2019 12:34
F,07/03/2019 12:34
A,07/03/2019 12:35
A,07/03/2019 12:35
F,07/03/2019 12:35
C,07/03/2019 12:35
A,07/03/2019 12:35
B,07/03/2019 12:36
B,07/03/2019 12:36
A,07/03/2019 12:36
D,07/03/2019 12:36
B,07/03/2019 12:36
D,07/03/2019 12:37
E,07/03/2019 12:37
A,07/03/2019 12:37
A,07/03/2019 12:37
B,07/03/2019 12:37
F,07/03/2019 12:37
E,07/03/2019 12:37
C,07/03/2019 12:38
C,07/03/2019 12:38
B,07/03/2019 12:38
B,07/03/2019 12:38
E,07/03/2019 12:38
C,07/03/2019 12:38
F,07/03/2019 12:39
F,07/03/2019 12:39
E,07/03/2019 12:39
C,07/03/2019 12:39
C,07/03/2019 12:39
F,07/03/2019 12:39
C,07/03/2019 12:40
D,07/03/2019 12:40
F,07/03/2019 12:40
F,07/03/2019 12:41
F,07/03/2019 12:41
A,07/03/2019 12:42
B,07/03/2019 12:43
A,07/03/2019 12:43
A,07/03/2019 12:44
C,07/03/2019 12:44
B,07/03/2019 12:44
B,07/03/2019 12:45
A,07/03/2019 12:45
A,07/03/2019 12:45
E,07/03/2019 12:45
D,07/03/2019 12:45
E,07/03/2019 12:46
