case,activity,timestamp
205,b,14/03/2019 06:52:39
205,d,14/03/2019 06:53:39
206,a,14/03/2019 06:50:40
206,c,14/03/2019 06:51:40
206,b,14/03/2019 06:52:40
206,d,14/03/2019 06:53:40
207,a,14/03/2019 06:51:39
207,c,14/03/2019 06:52:39
207,b,14/03/2019 06:53:39
207,d,14/03/2019 06:54:39
208,a,14/03/2019 06:51:41
208,b,14/03/2019 06:52:41
208,c,14/03/2019 06:53:41
208,d,14/03/2019 06:54:41
209,a,14/03/2019 06:53:06
209,b,14/03/2019 06:54:06
209,c,14/03/2019 06:55:06
209,d,14/03/2019 06:56:06
210,a,14/03/2019 06:55:02
210,b,14/03/2019 06:56:02
210,c,14/03/2019 06:57:02
210,d,14/03/2019 06:58:02
211,a,14/03/2019 06:55:09
211,b,14/03/2019 06:56:09
211,c,14/03/2019 06:57:09
211,d,14/03/2019 06:58:09
212,a,14/03/2019 06:56:03
212,b,14/03/2019 06:57:03
212,c,14/03/2019 06:58:03
212,d,14/03/2019 06:59:03
213,a,14/03/2019 06:58:45
213,c,14/03/2019 06:59:45
213,b,14/03/2019 07:00:45
213,d,14/03/2019 07:01:45
214,a,14/03/2019 06:59:49
214,c,14/03/2019 07:00:49
214,b,14/03/2019 07:01:49
214,d,14/03/2019 07:02:49
215,a,14/03/2019 07:00:08
215,c,14/03/2019 07:01:08
215,b,14/03/2019 07:02:08
215,d,14/03/2019 07:03:08
216,a,14/03/2019 07:01:32
216,c,14/03/2019 07:02:32
216,b,14/03/2019 07:03:32
216,d,14/03/2019 07:04:32
217,a,14/03/2019 07:02:32
217,c,14/03/2019 07:03:32
217,b,14/03/2019 07:04:32
217,d,14/03/2019 07:05:32
218,a,14/03/2019 07:02:52
218,c,14/03/2019 07:03:52
218,b,14/03/2019 07:04:52
218,d,14/03/2019 07:05:52
219,a,14/03/2019 07:04:27
219,c,14/03/2019 07:05:27
219,b,14/03/2019 07:06:27
219,d,14/03/2019 07:07:27
220,a,14/03/2019 07:04:40
220,b,14/03/2019 07:05:40
220,c,14/03/2019 07:06:40
220,d,14/03/2019 07:07:40
221,a,14/03/2019 07:07:07
221,b,14/03/2019 07:08:07
221,c,14/03/2019 07:09:07
221,d,14/03/2019 07:10:07
222,a,14/03/2019 07:07:21
222,c,14/03/2019 07:08:21
222,b,14/03/2019 07:09:21
222,d,14/03/2019 07:10:21
223,a,14/03/2019 07:08:42
223,b,14/03/2019 07:09:42
223,c,14/03/2019 07:10:42
223,d,14/03/2019 07:11:42
224,a,14/03/2019 07:09:37
224,b,14/03/2019 07:10:37
224,c,14/03/2019 07:11:37
224,d,14/03/2019 07:12:37
225,a,14/03/2019 07:10:31
225,b,14/03/2019 07:11:31
225,c,14/03/2019 07:12:31
225,d,14/03/2019 07:13:31
226,a,14/03/2019 07:12:04
226,b,14/03/2019 07:13:04
226,c,14/03/2019 07:14:04
226,d,14/03/2019 07:15:04
227,a,14/03/2019 07:12:06
227,c,14/03/2019 07:13:06
227,b,14/03/2019 07:14:06
227,d,14/03/2019 07:15:06
228,a,14/03/2019 07:12:09
228,c,14/03/2019 07:13:09
228,b,14/03/2019 07:14:09
228,d,14/03/2019 07:15:09
229,a,14/03/2019 07:12:30
229,b,14/03/2019 07:13:30
229,c,14/03/2019 07:14:30
229,d,14/03/2019 07:15:30
230,a,14/03/2019 07:14:58
230,b,14/03/2019 07:15:58
230,c,14/03/2019 07:16:58
230,d,14/03/2019 07:17:58
231,a,14/03/2019 07:16:00
231,c,14/03/2019 07:17:00
231,b,14/03/2019 07:18:00
231,d,14/03/2019 07:19:00
232,a,14/03/2019 07:17:00
232,c,14/03/2019 07:18:00
232,b,14/03/2019 07:19:00
232,d,14/03/2019 07:20:00
233,a,14/03/2019 07:18:20
233,c,14/03/2019 07:19:20
233,b,14/03/2019 07:20:20
233,d,14/03/2019 07:21:20
234,a,14/03/2019 07:19:12
234,c,14/03/2019 07:20:12
234,b,14/03/2019 07:21:12
234,d,14/03/2019 07:22:12
235,a,14/03/2019 07:19:56
235,b,14/03/2019 07:20:56
235,c,14/03/2019 07:21:56
235,d,14/03/2019 07:22:56
236,a,14/03/2019 07:20:37
236,b,14/03/2019 07:21:37
236,c,14/03/2019 07:22:37
236,d,14/03/2019 07:23:37
237,a,14/03/2019 07:21:38
237,b,14/03/2019 07:22:38
237,c,14/03/2019 07:23:38
237,d,14/03/2019 07:24:38
238,a,14/03/2019 07:24:16
238,c,14/03/2019 07:25:16
238,b,14/03/2019 07:26:16
238,d,14/03/2019 07:27:16
239,a,14/03/2019 07:25:02
239,c,14/03/2019 07:26:02
239,b,14/03/2019 07:27:02
239,d,14/03/2019 07:28:02
240,a,14/03/2019 07:25:15
240,c,14/03/2019 07:26:15
240,b,14/03/2019 07:27:15
240,d,14/03/2019 07:28:15
241,a,14/03/2019 07:25:15
241,b,14/03/2019 07:26:15
241,c,14/03/2019 07:27:15
241,d,14/03/2019 07:28:15
242,a,14/03/2019 07:25:51
242,c,14/03/2019 07:26:51
242,b,14/03/2019 07:27:51
242,d,14/03/2019 07:28:51
243,a,14/03/2019 07:26:00
243,c,14/03/2019 07:27:00
243,b,14/03/2019 07:28:00
243,d,14/03/2019 07:29:00
244,a,14/03/2019 07:26:09
244,c,14/03/2019 07:27:09
244,b,14/03/2019 07:28:09
244,d,14/03/2019 07:29:09
245,a,14/03/2019 07:26:47
245,c,14/03/2019 07:27:47
245,b,14/03/2019 07:28:47
245,d,14/03/2019 07:29:47
246,a,14/03/2019 07:27:02
246,b,14/03/2019 07:28:02
246,c,14/03/2019 07:29:02
246,d,14/03/2019 07:30:02
247,a,14/03/2019 07:27:22
247,c,14/03/2019 07:28:22
247,b,14/03/2019 07:29:22
247,d,14/03/2019 07:30:22
248,a,14/03/2019 07:27:37
248,b,14/03/2019 07:28:37
248,c,14/03/2019 07:29:37
248,d,14/03/2019 07:30:37
249,a,14/03/2019 07:28:19
249,b,14/03/2019 07:29:19
249,c,14/03/2019 07:30:19
249,d,14/03/2019 07:31:19
250,a,14/03/2019 07:33:42
250,b,14/03/2019 07:34:42
250,c,14/03/2019 07:35:42
250,d,14/03/2019 07:36:42
251,a,14/03/2019 07:33:53
251,b,14/03/2019 07:34:53
251,c,14/03/2019 07:35:53
251,d,14/03/2019 07:36:53
252,a,14/03/2019 07:34:05
252,b,14/03/2019 07:35:05
252,c,14/03/2019 07:36:05
252,d,14/03/2019 07:37:05
253,a,14/03/2019 07:34:11
253,b,14/03/2019 07:35:11
253,c,14/03/2019 07:36:11
253,d,14/03/2019 07:37:11
254,a,14/03/2019 07:38:28
254,c,14/03/2019 07:39:28
254,b,14/03/2019 07:40:28
254,d,14/03/2019 07:41:28
255,a,14/03/2019 07:43:12
255,b,14/03/2019 07:44:12
255,c,14/03/2019 07:45:12
255,d,14/03/2019 07:46:12
256,a,14/03/2019 07:43:48
256,c,14/03/2019 07:44:48
256,b,14/03/2019 07:45:48
256,d,14/03/2019 07:46:48
257,a,14/03/2019 07:43:56
257,c,14/03/2019 07:44:56
257,b,14/03/2019 07:45:56
257,d,14/03/2019 07:46:56
258,a,14/03/2019 07:45:43
258,b,14/03/2019 07:46:43
258,c,14/03/2019 07:47:43
258,d,14/03/2019 07:48:43
259,a,14/03/2019 07:45:43
259,c,14/03/2019 07:46:43
259,b,14/03/2019 07:47:43
259,d,14/03/2019 07:48:43
260,a,14/03/2019 07:46:24
260,b,14/03/2019 07:47:24
260,c,14/03/2019 07:48:24
260,d,14/03/2019 07:49:24
261,a,14/03/2019 07:47:21
261,b,14/03/2019 07:48:21
261,c,14/03/2019 07:49:21
261,d,14/03/2019 07:50:21
262,a,14/03/2019 07:47:41
262,b,14/03/2019 07:48:41
262,c,14/03/2019 07:49:41
262,d,14/03/2019 07:50:41
263,a,14/03/2019 07:48:22
263,c,14/03/2019 07:49:22
263,b,14/03/2019 07:50:22
263,d,14/03/2019 07:51:22
264,a,14/03/2019 07:50:31
264,c,14/03/2019 07:51:31
264,b,14/03/2019 07:52:31
264,d,14/03/2019 07:53:31
265,a,14/03/2019 07:51:42
265,b,14/03/2019 07:52:42
265,c,14/03/2019 07:53:42
265,d,14/03/2019 07:54:42
266,a,14/03/2019 07:51:53
266,c,14/03/2019 07:52:53
266,b,14/03/2019 07:53:53
266,d,14/03/2019 07:54:53
267,a,14/03/2019 07:53:10
267,c,14/03/2019 07:54:10
267,b,14/03/2019 07:55:10
267,d,14/03/2019 07:56:10
268,a,14/03/2019 07:55:08
268,c,14/03/2019 07:56:08
268,b,14/03/2019 07:57:08
268,d,14/03/2019 07:58:08
269,a,14/03/2019 07:56:29
269,c,14/03/2019 07:57:29
269,b,14/03/2019 07:58:29
269,d,14/03/2019 07:59:29
270,a,14/03/2019 07:57:31
270,c,14/03/2019 07:58:31
270,b,14/03/2019 07:59:31
270,d,14/03/2019 08:00:31
271,a,14/03/2019 08:00:21
271,c,14/03/2019 08:01:21
271,b,14/03/2019 08:02:21
271,d,14/03/2019 08:03:21
272,a,14/03/2019 08:00:30
272,c,14/03/2019 08:01:30
272,b,14/03/2019 08:02:30
272,d,14/03/2019 08:03:30
273,a,14/03/2019 08:01:01
273,c,14/03/2019 08:02:01
273,b,14/03/2019 08:03:01
273,d,14/03/2019 08:04:01
274,a,14/03/2019 08:01:50
274,c,14/03/2019 08:02:50
274,b,14/03/2019 08:03:50
274,d,14/03/2019 08:04:50
275,a,14/03/2019 08:02:46
275,b,14/03/2019 08:03:46
275,c,14/03/2019 08:04:46
275,d,14/03/2019 08:05:46
276,a,14/03/2019 08:03:39
276,b,14/03/2019 08:04:39
276,c,14/03/2019 08:05:39
276,d,14/03/2019 08:06:39
277,a,14/03/2019 08:03:50
277,c,14/03/2019 08:04:50
277,b,14/03/2019 08:05:50
277,d,14/03/2019 08:06:50
278,a,14/03/2019 08:05:34
278,b,14/03/2019 08:06:34
278,c,14/03/2019 08:07:34
278,d,14/03/2019 08:08:34
279,a,14/03/2019 08:09:45
279,c,14/03/2019 08:10:45
279,b,14/03/2019 08:11:45
279,d,14/03/2019 08:12:45
280,a,14/03/2019 08:10:16
280,c,14/03/2019 08:11:16
280,b,14/03/2019 08:12:16
280,d,14/03/2019 08:13:16
281,a,14/03/2019 08:10:28
281,b,14/03/2019 08:11:28
281,c,14/03/2019 08:12:28
281,d,14/03/2019 08:13:28
282,a,14/03/2019 08:11:56
282,c,14/03/2019 08:12:56
282,b,14/03/2019 08:13:56
282,d,14/03/2019 08:14:56
283,a,14/03/2019 08:12:36
283,c,14/03/2019 08:13:36
283,b,14/03/2019 08:14:36
283,d,14/03/2019 08:15:36
284,a,14/03/2019 08:14:59
284,b,14/03/2019 08:15:59
284,c,14/03/2019 08:16:59
284,d,14/03/2019 08:17:59
285,a,14/03/2019 08:15:37
285,b,14/03/2019 08:16:37
285,c,14/03/2019 08:17:37
285,d,14/03/2019 08:18:37
286,a,14/03/2019 08:17:05
286,b,14/03/2019 08:18:05
286,c,14/03/2019 08:19:05
286,d,14/03/2019 08:20:05
287,a,14/03/2019 08:17:18
287,c,14/03/2019 08:18:18
287,b,14/03/2019 08:19:18
287,d,14/03/2019 08:20:18
288,a,14/03/2019 08:18:26
288,c,14/03/2019 08:19:26
288,b,14/03/2019 08:20:26
288,d,14/03/2019 08:21:26
289,a,14/03/2019 08:18:54
289,b,14/03/2019 08:19:54
289,c,14/03/2019 08:20:54
289,d,14/03/2019 08:21:54
290,a,14/03/2019 08:19:58
290,b,14/03/2019 08:20:58
290,c,14/03/2019 08:21:58
290,d,14/03/2019 08:22:58
291,a,14/03/2019 08:20:09
291,b,14/03/2019 08:21:09
291,c,14/03/2019 08:22:09
291,d,14/03/2019 08:23:09
292,a,14/03/2019 08:21:38
292,c,14/03/2019 08:22:38
292,b,14/03/2019 08:23:38
292,d,14/03/2019 08:24:38
293,a,14/03/2019 08:23:09
293,b,14/03/2019 08:24:09
293,c,14/03/2019 08:25:09
293,d,14/03/2019 08:26:09
294,a,14/03/2019 08:23:11
294,b,14/03/2019 08:24:11
294,c,14/03/2019 08:25:11
294,d,14/03/2019 08:26:11
295,a,14/03/2019 08:23:13
295,b,14/03/2019 08:24:13
295,c,14/03/2019 08:25:13
295,d,14/03/2019 08:26:13
296,a,14/03/2019 08:24:31
296,c,14/03/2019 08:25:31
296,b,14/03/2019 08:26:31
296,d,14/03/2019 08:27:31
297,a,14/03/2019 08:25:15
297,b,14/03/2019 08:26:15
297,c,14/03/2019 08:27:15
297,d,14/03/2019 08:28:15
298,a,14/03/2019 08:25:36
298,c,14/03/2019 08:26:36
298,b,14/03/2019 08:27:36
298,d,14/03/2019 08:28:36
299,a,14/03/2019 08:26:03
299,b,14/03/2019 08:27:03
299,c,14/03/2019 08:28:03
299,d,14/03/2019 08:29:03
300,a,14/03/2019 08:26:12
300,b,14/03/2019 08:27:12
300,c,14/03/2019 08:28:12
300,d,14/03/2019 08:29:12
301,a,14/03/2019 08:27:11
301,c,14/03/2019 08:28:11
301,b,14/03/2019 08:29:11
301,d,14/03/2019 08:30:11
302,a,14/03/2019 08:28:02
302,b,14/03/2019 08:29:02
302,c,14/03/2019 08:30:02
302,d,14/03/2019 08:31:02
303,a,14/03/2019 08:28:14
303,b,14/03/2019 08:29:14
303,c,14/03/2019 08:30:14
303,d,14/03/2019 08:31:14
304,a,14/03/2019 08:28:33
304,b,14/03/2019 08:29:33
304,c,14/03/2019 08:30:33
304,d,14/03/2019 08:31:33
305,a,14/03/2019 08:28:47
305,b,14/03/2019 08:29:47
305,c,14/03/2019 08:30:47
305,d,14/03/2019 08:31:47
306,a,14/03/2019 08:29:44
306,c,14/03/2019 08:30:44
306,b,14/03/2019 08:31:44
306,d,14/03/2019 08:32:44
307,a,14/03/2019 08:30:00
307,c,14/03/2019 08:31:00
307,b,14/03/2019 08:32:00
307,d,14/03/2019 08:33:00
308,a,14/03/2019 08:31:25
308,c,14/03/2019 08:32:25
308,b,14/03/2019 08:33:25
308,d,14/03/2019 08:34:25
309,a,14/03/2019 08:32:30
309,c,14/03/2019 08:33:30
309,b,14/03/2019 08:34:30
309,d,14/03/2019 08:35:30
310,a,14/03/2019 08:32:57
310,c,14/03/2019 08:33:57
310,b,14/03/2019 08:34:57
310,d,14/03/2019 08:35:57
311,a,14/03/2019 08:33:14
311,c,14/03/2019 08:34:14
311,b,14/03/2019 08:35:14
311,d,14/03/2019 08:36:14
312,a,14/03/2019 08:34:44
312,c,14/03/2019 08:35:44
312,b,14/03/2019 08:36:44
312,d,14/03/2019 08:37:44
313,a,14/03/2019 08:35:00
313,c,14/03/2019 08:36:00
313,b,14/03/2019 08:37:00
313,d,14/03/2019 08:38:00
314,a,14/03/2019 08:35:35
314,c,14/03/2019 08:36:35
314,b,14/03/2019 08:37:35
314,d,14/03/2019 08:38:35
315,a,14/03/2019 08:36:49
315,c,14/03/2019 08:37:49
315,b,14/03/2019 08:38:49
315,d,14/03/2019 08:39:49
316,a,14/03/2019 08:37:08
316,c,14/03/2019 08:38:08
316,b,14/03/2019 08:39:08
316,d,14/03/2019 08:40:08
317,a,14/03/2019 08:37:31
317,c,14/03/2019 08:38:31
317,b,14/03/2019 08:39:31
317,d,14/03/2019 08:40:31
318,a,14/03/2019 08:38:58
318,c,14/03/2019 08:39:58
318,b,14/03/2019 08:40:58
318,d,14/03/2019 08:41:58
319,a,14/03/2019 08:39:15
319,b,14/03/2019 08:40:15
319,c,14/03/2019 08:41:15
319,d,14/03/2019 08:42:15
320,a,14/03/2019 08:39:18
320,c,14/03/2019 08:40:18
320,b,14/03/2019 08:41:18
320,d,14/03/2019 08:42:18
321,a,14/03/2019 08:39:40
321,c,14/03/2019 08:40:40
321,b,14/03/2019 08:41:40
321,d,14/03/2019 08:42:40
322,a,14/03/2019 08:40:15
322,b,14/03/2019 08:41:15
322,c,14/03/2019 08:42:15
322,d,14/03/2019 08:43:15
323,a,14/03/2019 08:41:25
323,c,14/03/2019 08:42:25
323,b,14/03/2019 08:43:25
323,d,14/03/2019 08:44:25
324,a,14/03/2019 08:43:25
324,c,14/03/2019 08:44:25
324,b,14/03/2019 08:45:25
324,d,14/03/2019 08:46:25
325,a,14/03/2019 08:44:03
325,b,14/03/2019 08:45:03
325,c,14/03/2019 08:46:03
325,d,14/03/2019 08:47:03
326,a,14/03/2019 08:46:15
326,c,14/03/2019 08:47:15
326,b,14/03/2019 08:48:15
326,d,14/03/2019 08:49:15
327,a,14/03/2019 08:47:07
327,b,14/03/2019 08:48:07
327,c,14/03/2019 08:49:07
327,d,14/03/2019 08:50:07
328,a,14/03/2019 08:47:14
328,b,14/03/2019 08:48:14
328,c,14/03/2019 08:49:14
328,d,14/03/2019 08:50:14
329,a,14/03/2019 08:48:02
329,b,14/03/2019 08:49:02
329,c,14/03/2019 08:50:02
329,d,14/03/2019 08:51:02
330,a,14/03/2019 08:48:37
330,b,14/03/2019 08:49:37
330,c,14/03/2019 08:50:37
330,d,14/03/2019 08:51:37
331,a,14/03/2019 08:49:16
331,b,14/03/2019 08:50:16
331,c,14/03/2019 08:51:16
331,d,14/03/2019 08:52:16
332,a,14/03/2019 08:50:28
332,c,14/03/2019 08:51:28
332,b,14/03/2019 08:52:28
332,d,14/03/2019 08:53:28
333,a,14/03/2019 08:52:11
333,c,14/03/2019 08:53:11
333,b,14/03/2019 08:54:11
333,d,14/03/2019 08:55:11
334,a,14/03/2019 08:53:03
334,b,14/03/2019 08:54:03
334,c,14/03/2019 08:55:03
334,d,14/03/2019 08:56:03
335,a,14/03/2019 08:54:53
335,c,14/03/2019 08:55:53
335,b,14/03/2019 08:56:53
335,d,14/03/2019 08:57:53
336,a,14/03/2019 08:56:10
336,c,14/03/2019 08:57:10
336,b,14/03/2019 08:58:10
336,d,14/03/2019 08:59:10
337,a,14/03/2019 08:56:12
337,c,14/03/2019 08:57:12
337,b,14/03/2019 08:58:12
337,d,14/03/2019 08:59:12
338,a,14/03/2019 08:57:59
338,c,14/03/2019 08:58:59
338,b,14/03/2019 08:59:59
338,d,14/03/2019 09:00:59
339,a,14/03/2019 08:58:38
339,b,14/03/2019 08:59:38
339,c,14/03/2019 09:00:38
339,d,14/03/2019 09:01:38
340,a,14/03/2019 08:58:49
340,c,14/03/2019 08:59:49
340,b,14/03/2019 09:00:49
340,d,14/03/2019 09:01:49
341,a,14/03/2019 08:59:35
341,b,14/03/2019 09:00:35
341,c,14/03/2019 09:01:35
341,d,14/03/2019 09:02:35
342,a,14/03/2019 08:59:37
342,b,14/03/2019 09:00:37
342,c,14/03/2019 09:01:37
342,d,14/03/2019 09:02:37
343,a,14/03/2019 08:59:43
343,c,14/03/2019 09:00:43
343,b,14/03/2019 09:01:43
343,d,14/03/2019 09:02:43
344,a,14/03/2019 09:00:04
344,b,14/03/2019 09:01:04
344,c,14/03/2019 09:02:04
344,d,14/03/2019 09:03:04
345,a,14/03/2019 09:02:55
345,b,14/03/2019 09:03:55
345,c,14/03/2019 09:04:55
345,d,14/03/2019 09:05:55
346,a,14/03/2019 09:04:19
346,c,14/03/2019 09:05:19
346,b,14/03/2019 09:06:19
346,d,14/03/2019 09:07:19
347,a,14/03/2019 09:04:22
347,b,14/03/2019 09:05:22
347,c,14/03/2019 09:06:22
347,d,14/03/2019 09:07:22
348,a,14/03/2019 09:05:45
348,b,14/03/2019 09:06:45
348,c,14/03/2019 09:07:45
348,d,14/03/2019 09:08:45
349,a,14/03/2019 09:05:46
349,b,14/03/2019 09:06:46
349,c,14/03/2019 09:07:46
349,d,14/03/2019 09:08:46
350,a,14/03/2019 09:08:58
350,b,14/03/2019 09:09:58
350,c,14/03/2019 09:10:58
350,d,14/03/2019 09:11:58
351,a,14/03/2019 09:09:44
351,c,14/03/2019 09:10:44
351,b,14/03/2019 09:11:44
351,d,14/03/2019 09:12:44
352,a,14/03/2019 09:11:04
352,b,14/03/2019 09:12:04
352,c,14/03/2019 09:13:04
352,d,14/03/2019 09:14:04
353,a,14/03/2019 09:11:11
353,c,14/03/2019 09:12:11
353,b,14/03/2019 09:13:11
353,d,14/03/2019 09:14:11
354,a,14/03/2019 09:13:51
354,b,14/03/2019 09:14:51
354,c,14/03/2019 09:15:51
354,d,14/03/2019 09:16:51
355,a,14/03/2019 09:15:17
355,c,14/03/2019 09:16:17
355,b,14/03/2019 09:17:17
355,d,14/03/2019 09:18:17
356,a,14/03/2019 09:17:09
356,c,14/03/2019 09:18:09
356,b,14/03/2019 09:19:09
356,d,14/03/2019 09:20:09
357,a,14/03/2019 09:19:20
357,b,14/03/2019 09:20:20
357,c,14/03/2019 09:21:20
357,d,14/03/2019 09:22:20
358,a,14/03/2019 09:19:57
358,b,14/03/2019 09:20:57
358,c,14/03/2019 09:21:57
358,d,14/03/2019 09:22:57
359,a,14/03/2019 09:20:17
359,b,14/03/2019 09:21:17
359,c,14/03/2019 09:22:17
359,d,14/03/2019 09:23:17
360,a,14/03/2019 09:22:27
360,b,14/03/2019 09:23:27
360,c,14/03/2019 09:24:27
360,d,14/03/2019 09:25:27
361,a,14/03/2019 09:23:43
361,b,14/03/2019 09:24:43
361,c,14/03/2019 09:25:43
361,d,14/03/2019 09:26:43
362,a,14/03/2019 09:25:43
362,c,14/03/2019 09:26:43
362,b,14/03/2019 09:27:43
362,d,14/03/2019 09:28:43
363,a,14/03/2019 09:26:07
363,b,14/03/2019 09:27:07
363,c,14/03/2019 09:28:07
363,d,14/03/2019 09:29:07
364,a,14/03/2019 09:26:20
364,b,14/03/2019 09:27:20
364,c,14/03/2019 09:28:20
364,d,14/03/2019 09:29:20
365,a,14/03/2019 09:27:01
365,c,14/03/2019 09:28:01
365,b,14/03/2019 09:29:01
365,d,14/03/2019 09:30:01
366,a,14/03/2019 09:27:22
366,c,14/03/2019 09:28:22
366,b,14/03/2019 09:29:22
366,d,14/03/2019 09:30:22
367,a,14/03/2019 09:28:23
367,b,14/03/2019 09:29:23
367,c,14/03/2019 09:30:23
367,d,14/03/2019 09:31:23
368,a,14/03/2019 09:28:47
368,b,14/03/2019 09:29:47
368,c,14/03/2019 09:30:47
368,d,14/03/2019 09:31:47
369,a,14/03/2019 09:28:52
369,b,14/03/2019 09:29:52
369,c,14/03/2019 09:30:52
369,d,14/03/2019 09:31:52
370,a,14/03/2019 09:29:34
370,b,14/03/2019 09:30:34
370,c,14/03/2019 09:31:34
370,d,14/03/2019 09:32:34
371,a,14/03/2019 09:29:57
371,b,14/03/2019 09:30:57
371,c,14/03/2019 09:31:57
371,d,14/03/2019 09:32:57
372,a,14/03/2019 09:30:00
372,c,14/03/2019 09:31:00
372,b,14/03/2019 09:32:00
372,d,14/03/2019 09:33:00
373,a,14/03/2019 09:30:09
373,c,14/03/2019 09:31:09
373,b,14/03/2019 09:32:09
373,d,14/03/2019 09:33:09
374,a,14/03/2019 09:30:44
374,b,14/03/2019 09:31:44
374,c,14/03/2019 09:32:44
374,d,14/03/2019 09:33:44
375,a,14/03/2019 09:31:40
375,b,14/03/2019 09:32:40
375,c,14/03/2019 09:33:40
375,d,14/03/2019 09:34:40
376,a,14/03/2019 09:32:15
376,c,14/03/2019 09:33:15
376,b,14/03/2019 09:34:15
376,d,14/03/2019 09:35:15
377,a,14/03/2019 09:32:25
377,b,14/03/2019 09:33:25
377,c,14/03/2019 09:34:25
377,d,14/03/2019 09:35:25
378,a,14/03/2019 09:32:57
378,c,14/03/2019 09:33:57
378,b,14/03/2019 09:34:57
378,d,14/03/2019 09:35:57
379,a,14/03/2019 09:33:38
379,c,14/03/2019 09:34:38
379,b,14/03/2019 09:35:38
379,d,14/03/2019 09:36:38
380,a,14/03/2019 09:34:40
380,c,14/03/2019 09:35:40
380,b,14/03/2019 09:36:40
380,d,14/03/2019 09:37:40
381,a,14/03/2019 09:35:23
381,b,14/03/2019 09:36:23
381,c,14/03/2019 09:37:23
381,d,14/03/2019 09:38:23
382,a,14/03/2019 09:36:21
382,c,14/03/2019 09:37:21
382,b,14/03/2019 09:38:21
382,d,14/03/2019 09:39:21
383,a,14/03/2019 09:37:38
383,c,14/03/2019 09:38:38
383,b,14/03/2019 09:39:38
383,d,14/03/2019 09:40:38
384,a,14/03/2019 09:39:28
384,c,14/03/2019 09:40:28
384,b,14/03/2019 09:41:28
384,d,14/03/2019 09:42:28
385,a,14/03/2019 09:40:36
385,c,14/03/2019 09:41:36
385,b,14/03/2019 09:42:36
385,d,14/03/2019 09:43:37
386,a,14/03/2019 09:41:03
386,c,14/03/2019 09:42:03
386,b,14/03/2019 09:43:03
386,d,14/03/2019 09:44:03
387,a,14/03/2019 09:42:03
387,b,14/03/2019 09:43:03
387,c,14/03/2019 09:44:03
387,d,14/03/2019 09:45:03
388,a,14/03/2019 09:42:08
388,c,14/03/2019 09:43:08
388,b,14/03/2019 09:44:08
388,d,14/03/2019 09:45:08
389,a,14/03/2019 09:42:58
389,c,14/03/2019 09:43:58
389,b,14/03/2019 09:44:58
389,d,14/03/2019 09:45:58
390,a,14/03/2019 09:43:14
390,b,14/03/2019 09:44:14
390,c,14/03/2019 09:45:14
390,d,14/03/2019 09:46:14
391,a,14/03/2019 09:43:44
391,c,14/03/2019 09:44:44
391,b,14/03/2019 09:45:44
391,d,14/03/2019 09:46:44
392,a,14/03/2019 09:44:05
392,b,14/03/2019 09:45:05
392,c,14/03/2019 09:46:05
392,d,14/03/2019 09:47:05
393,a,14/03/2019 09:44:39
393,b,14/03/2019 09:45:39
393,c,14/03/2019 09:46:39
393,d,14/03/2019 09:47:39
394,a,14/03/2019 09:44:56
394,c,14/03/2019 09:45:56
394,b,14/03/2019 09:46:56
394,d,14/03/2019 09:47:56
395,a,14/03/2019 09:45:41
395,c,14/03/2019 09:46:41
395,b,14/03/2019 09:47:41
395,d,14/03/2019 09:48:41
396,a,14/03/2019 09:46:34
396,b,14/03/2019 09:47:34
396,c,14/03/2019 09:48:34
396,d,14/03/2019 09:49:34
397,a,14/03/2019 09:47:14
397,b,14/03/2019 09:48:14
397,c,14/03/2019 09:49:14
397,d,14/03/2019 09:50:14
398,a,14/03/2019 09:48:13
398,c,14/03/2019 09:49:13
398,b,14/03/2019 09:50:13
398,d,14/03/2019 09:51:13
399,a,14/03/2019 09:48:36
399,b,14/03/2019 09:49:36
399,c,14/03/2019 09:50:36
399,d,14/03/2019 09:51:36
400,a,14/03/2019 09:49:13
400,b,14/03/2019 09:50:13
400,c,14/03/2019 09:51:13
400,d,14/03/2019 09:52:13
401,a,14/03/2019 09:49:50
401,b,14/03/2019 09:50:50
401,c,14/03/2019 09:51:50
401,d,14/03/2019 09:52:50
402,a,14/03/2019 09:53:15
402,c,14/03/2019 09:54:15
402,b,14/03/2019 09:55:15
402,d,14/03/2019 09:56:15
403,a,14/03/2019 09:54:21
403,b,14/03/2019 09:55:21
403,c,14/03/2019 09:56:21
403,d,14/03/2019 09:57:21
404,a,14/03/2019 09:54:23
404,c,14/03/2019 09:55:23
404,b,14/03/2019 09:56:23
404,d,14/03/2019 09:57:23
405,a,14/03/2019 09:55:15
405,b,14/03/2019 09:56:15
405,c,14/03/2019 09:57:15
405,d,14/03/2019 09:58:15
406,a,14/03/2019 09:55:51
406,b,14/03/2019 09:56:51
406,c,14/03/2019 09:57:51
406,d,14/03/2019 09:58:51
407,a,14/03/2019 09:55:58
407,b,14/03/2019 09:56:58
407,c,14/03/2019 09:57:58
407,d,14/03/2019 09:58:58
408,a,14/03/2019 09:56:04
408,c,14/03/2019 09:57:04
408,b,14/03/2019 09:58:04
408,d,14/03/2019 09:59:04
409,a,14/03/2019 09:56:36
409,c,14/03/2019 09:57:36
409,b,14/03/2019 09:58:36
409,d,14/03/2019 09:59:36
410,a,14/03/2019 09:57:23
410,b,14/03/2019 09:58:23
410,c,14/03/2019 09:59:23
410,d,14/03/2019 10:00:23
